"day","actions","events","asc","dead","alive","broadcast","mail","vote","messages","daychange"
"","11","","","","","","","","<tr> <td style=""text-align:left;width:30%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:70%;color: #fff;""><i>Dr.Blue used skill <a href=""https://www.playuntrusted.com/manual/skills/#CCTV_INSTALL"" target=""_new"">Install CCTV Surveillance</a> on Dr.Gray</i></td></tr>",""
"","11","","","","","","","","<tr> <td style=""text-align:left;width:30%;"">   <img src=""../../avatars/00015.png"" style=""width:48px;height:48px;""/> Dr.Brown: </td> <td style=""text-align:justify;width:70%;color: #fff;""><i>Dr.Brown used skill <a href=""https://www.playuntrusted.com/manual/skills/#COVER_TRACKS"" target=""_new"">Cover Your Tracks</a></i></td></tr>",""
"","11","","","","","","","","<tr> <td style=""text-align:left;width:30%;"">   <img src=""../../avatars/00015.png"" style=""width:48px;height:48px;""/> Dr.Cyan: </td> <td style=""text-align:justify;width:70%;color: #fff;""><i>Dr.Cyan used skill <a href=""https://www.playuntrusted.com/manual/skills/#JOURNALIST_GETSCOOP"" target=""_new"">Get Scoop</a> on Dr.Brown</i></td></tr>",""
"","11","","","","","","","","<tr> <td style=""text-align:left;width:30%;"">   <img src=""../../avatars/00101.png"" style=""width:48px;height:48px;""/> Dr.Gold: </td> <td style=""text-align:justify;width:70%;color: #fff;""><i>Dr.Gold used skill <a href=""https://www.playuntrusted.com/manual/skills/#MISDIRECTION"" target=""_new"">Misdirection</a></i></td></tr>",""
"","11","","","","","","","","<tr> <td style=""text-align:left;width:30%;"">   <img src=""../../avatars/00165.png"" style=""width:48px;height:48px;""/> Dr.Green: </td> <td style=""text-align:justify;width:70%;color: #fff;""><i>Dr.Green used skill <a href=""https://www.playuntrusted.com/manual/skills/#MEET_DISCUSS"" target=""_new"">Midnight Meeting</a> on Dr.Gray</i></td></tr>",""
"","11","","","","","","","","<tr> <td style=""text-align:left;width:30%;"">   <img src=""../../avatars/00003.png"" style=""width:48px;height:48px;""/> Dr.Orange: </td> <td style=""text-align:justify;width:70%;color: #fff;""><i>Dr.Orange used skill <a href=""https://www.playuntrusted.com/manual/skills/#STRIKE_DEAL"" target=""_new"">Strike Deal</a> on Dr.Cyan</i></td></tr>",""
"","11","","","","","","","","<tr> <td style=""text-align:left;width:30%;"">   <img src=""../../avatars/00048.png"" style=""width:48px;height:48px;""/> Dr.Pink: </td> <td style=""text-align:justify;width:70%;color: #fff;""><i>Dr.Pink used skill <a href=""https://www.playuntrusted.com/manual/skills/#DOXX"" target=""_new"">Doxx and Stalk</a> on Dr.Gray</i></td></tr>",""
"","11","","","","","","","","<tr> <td style=""text-align:left;width:30%;"">   <img src=""../../avatars/00172.png"" style=""width:48px;height:48px;""/> Dr.Red: </td> <td style=""text-align:justify;width:70%;color: #fff;""><i>Dr.Red used skill <a href=""https://www.playuntrusted.com/manual/skills/#ARREST"" target=""_new"">Arrest</a> on Dr.Silver</i></td></tr>",""
"","11","","","","","","","","<tr> <td style=""text-align:left;width:30%;"">   <img src=""../../avatars/00049.png"" style=""width:48px;height:48px;""/> Dr.Silver: </td> <td style=""text-align:justify;width:70%;color: #fff;""><i>Dr.Silver used skill <a href=""https://www.playuntrusted.com/manual/skills/#FAKE_ESCORT"" target=""_new"">Fake Escort</a> on Dr.Red</i></td></tr>",""
"","11","","","","","","","","<tr> <td style=""text-align:left;width:30%;"">   <img src=""../../avatars/00091.png"" style=""width:48px;height:48px;""/> Dr.White: </td> <td style=""text-align:justify;width:70%;color: #fff;""><i>Dr.White used skill <a href=""https://www.playuntrusted.com/manual/skills/#MEET_DISCUSS"" target=""_new"">Midnight Meeting</a> on Dr.Red</i></td></tr>",""
"","","","","","","","","","<tr><td colspan=""2"" style=""color:#00ff01;text-align:center;font-size:1.5em;""> <hr/>Events for Night 1<hr/></td></tr>",""
"","","","","","","","","","<tr><td colspan=""2"" style=""color:#00ff01;text-align:right;font-size:1.5em;"">Public Event Log «</td></tr>",""
"","","11","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">No public events.</td></tr>",""
"","","","","","","","","","<tr><td colspan=""2"" style=""color:#00ff01;text-align:right;font-size:1.5em;"">Private Event Logs «</td></tr>",""
"","","11","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">(Dr.Blue) You successfully installed a CCTV system to spy on Dr.Gray.</td></tr>",""
"","","11","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">(Dr.Brown) You were occupied last night and failed to complete your task.</td></tr>",""
"","","11","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">(Dr.Brown) Dr.Cyan visited you last night. You discussed the hack in detail for a long time.</td></tr>",""
"","","11","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">(Dr.Cyan) Someone tried to strike a plea deal with you, oblivious of your real identity. You refused.</td></tr>",""
"","","11","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">(Dr.Cyan) You successfully got a scoop from Dr.Brown. You can now write an article.</td></tr>",""
"","","11","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">(Dr.Gold) You misdirected everyone into thinking you were somewhere else last night.</td></tr>",""
"","","11","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">(Dr.Gray) Someone was watching you last night.</td></tr>",""
"","","11","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">(Dr.Gray) Dr.Green visited you last night. You discussed the hack in detail for a long time.</td></tr>",""
"","","11","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">(Dr.Green) You met and talked about the hack with Dr.Gray.</td></tr>",""
"","","11","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">(Dr.Orange) Dr.Cyan has refused the plea deal. Good thing you kept your identity a secret, or this could have ended badly for you.</td></tr>",""
"","","11","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">(Dr.Pink) Your doxxing effort was successful - you know that Dr.Gray is clearly a NETSEC member.</td></tr>",""
"","","11","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">(Dr.Red) You were occupied last night and failed to complete your task.</td></tr>",""
"","","11","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">(Dr.Red) Last night you were escorted to a new hideout.</td></tr>",""
"","","11","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">(Dr.Red) Someone was watching you last night.</td></tr>",""
"","","11","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">(Dr.Red) Dr.White visited you last night. You discussed the hack in detail for a long time.</td></tr>",""
"","","11","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">(Dr.Silver) You ""escorted"" Dr.Red to a new hideout. Whether Dr.Red is really safe or not, is a different matter...</td></tr>",""
"","","11","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">(Dr.White) You met and talked about the hack with Dr.Red.</td></tr>",""
"","","11","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">No private events for Mrs.Magenta.</td></tr>",""
"","","","","","","","","","<tr><td colspan=""2"" style=""color:#00ff01;text-align:center;font-size:1.5em;""> <hr/> Day 2<hr/></td></tr>",""
"","","","","","","","","","<tr><td colspan=""2"" style=""color:#00ff01;text-align:right;font-size:1.5em;"">Day 2 Chat Log «</td></tr>","20"
"20","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00003.png"" style=""width:48px;height:48px;""/> Dr.Orange: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">silver refused my plea deal... </td></tr>",""
"20","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00003.png"" style=""width:48px;height:48px;""/> Dr.Orange: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">sus </td></tr>",""
"20","","","1","","","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00003.png"" style=""width:48px;height:48px;""/> Dr.Orange: </td> <td style=""text-align:justify;width:75%;color: #ffc91b;;"">cyan refused </td></tr>",""
"20","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00049.png"" style=""width:48px;height:48px;""/> Dr.Silver: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">Now that's a lie </td></tr>",""
"20","","","","","","","1","","<tr><td><table><tbody><tr><td style=""text-center;margin:auto;"">   <img src=""../../avatars/00165.png"" style=""width:48px;height:48px;""/><br/> Dr.Green </td><td style=""vertical-align:middle;"">» » »</td> <td style=""text-align:center;margin:auto;"">   <img src=""../../avatars/00049.png"" style=""width:48px;height:48px;""/><br/> Dr.Silver </td></tr></tbody></table></td><td><pre><b>Private message:</b>im sure you would've lol</pre></td></tr>",""
"20","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">WOAH SILVER </td></tr>",""
"20","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00172.png"" style=""width:48px;height:48px;""/> Dr.Red: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">escorted and occ'd </td></tr>",""
"20","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">NEUTRAL?! </td></tr>",""
"20","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00172.png"" style=""width:48px;height:48px;""/> Dr.Red: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">i guess </td></tr>",""
"20","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">SUSSY... </td></tr>",""
"20","","","","","","","1","","<tr><td><table><tbody><tr><td style=""text-center;margin:auto;"">   <img src=""../../avatars/00101.png"" style=""width:48px;height:48px;""/><br/> Dr.Gold </td><td style=""vertical-align:middle;"">» » »</td> <td style=""text-align:center;margin:auto;"">   <img src=""../../avatars/00178.png"" style=""width:48px;height:48px;""/><br/> Dr.Gray </td></tr></tbody></table></td><td><pre><b>Private message:</b>nice try idiot</pre></td></tr>",""
"20","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00003.png"" style=""width:48px;height:48px;""/> Dr.Orange: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">oh sorry silver </td></tr>",""
"20","","","","","","","1","","<tr><td><table><tbody><tr><td style=""text-center;margin:auto;"">   <img src=""../../avatars/00048.png"" style=""width:48px;height:48px;""/><br/> Dr.Pink </td><td style=""vertical-align:middle;"">» » »</td> <td style=""text-align:center;margin:auto;"">   <img src=""../../avatars/00178.png"" style=""width:48px;height:48px;""/><br/> Dr.Gray </td></tr></tbody></table></td><td><pre><b>Private message:</b>I doxxed you and I know you're safe, wassup</pre></td></tr>",""
"20","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00003.png"" style=""width:48px;height:48px;""/> Dr.Orange: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">i had some lag </td></tr>",""
"20","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00003.png"" style=""width:48px;height:48px;""/> Dr.Orange: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">i see you here now </td></tr>",""
"20","","","1","","","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00172.png"" style=""width:48px;height:48px;""/> Dr.Red: </td> <td style=""text-align:justify;width:75%;color: #ffc91b;;"">damn </td></tr>",""
"20","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00178.png"" style=""width:48px;height:48px;""/> Dr.Gray: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">what </td></tr>",""
"20","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00049.png"" style=""width:48px;height:48px;""/> Dr.Silver: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">?????? </td></tr>",""
"20","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00178.png"" style=""width:48px;height:48px;""/> Dr.Gray: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">what is your problem gold </td></tr>",""
"20","","","1","","","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00172.png"" style=""width:48px;height:48px;""/> Dr.Red: </td> <td style=""text-align:justify;width:75%;color: #ffc91b;;"">escorted, occ'd by white </td></tr>",""
"20","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00178.png"" style=""width:48px;height:48px;""/> Dr.Gray: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">lol </td></tr>",""
"20","","","1","","","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00172.png"" style=""width:48px;height:48px;""/> Dr.Red: </td> <td style=""text-align:justify;width:75%;color: #ffc91b;;"">watched as well </td></tr>",""
"20","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00003.png"" style=""width:48px;height:48px;""/> Dr.Orange: </td> <td style=""text-align:justify;width:75%;color: #fff;;""> /asc silver add route quick </td></tr>",""
"20","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00049.png"" style=""width:48px;height:48px;""/> Dr.Silver: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">I am lc </td></tr>",""
"20","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00091.png"" style=""width:48px;height:48px;""/> Dr.White: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">all im sayin is </td></tr>",""
"20","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00091.png"" style=""width:48px;height:48px;""/> Dr.White: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">i ooc'd red and no one was arrested </td></tr>",""
"20","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00172.png"" style=""width:48px;height:48px;""/> Dr.Red: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">i was also escorted </td></tr>",""
